ID,ILLUM,HUMID,CO2,SOUND,TEMP,RYTHM
1889,501.26,71.39,466.41,41.95,21.79,83.01
1896,601.7,65.94,490.62,38.46,20.34,86.73
1910,350.62,69.8,448.08,35.66,21.86,82.83
1928,496.32,74.05,445.36,24.58,19.04,70.43
1947,457.75,65.48,491.33,27.37,24.75,79.31
1960,387.56,64.98,500.01,22.95,22.86,95.53
1971,466.85,75.73,550.12,28.91,19.37,74.84
1976,334.67,67.15,539.1,32.48,18.3,69.63
1979,694.11,67.94,476.92,30.83,21.86,78.26
2005,333.58,75.7,498.0,36.18,21.38,80.94
2023,321.84,66.45,551.02,25.97,20.87,83.9
2059,577.48,66.88,521.21,36.41,18.34,65.71
2062,268.42,67.96,563.43,28.0,20.98,92.51
2079,400.83,72.74,492.69,28.46,18.97,71.22
2098,414.04,72.57,480.39,24.74,21.04,67.66
2117,469.85,66.44,475.39,38.93,18.84,81.13
2154,406.6,65.81,511.13,29.39,20.92,81.51
2171,400.24,65.09,474.04,24.64,21.83,90.41
2177,386.67,68.31,484.97,39.88,18.2,86.23
2190,419.08,69.27,517.23,37.9,22.14,80.81
2216,384.47,62.98,544.92,24.16,20.11,68.07
2229,628.44,65.59,520.7,38.55,18.25,69.14
2252,473.2,66.17,508.48,33.27,21.52,94.7
2256,605.05,65.62,466.44,38.51,19.34,88.9
2258,528.88,72.5,541.36,29.4,19.51,76.89
2268,248.34,70.43,529.18,18.78,20.37,85.13
2287,545.77,64.06,479.06,36.15,22.58,82.4
2292,589.65,69.6,542.21,31.79,22.64,88.12
2297,474.48,73.52,461.1,31.47,21.42,77.65
2314,361.53,74.57,529.51,25.3,22.03,81.61
2322,223.9,62.07,529.48,27.58,19.36,78.23
2338,468.19,68.25,472.2,28.98,21.97,72.15
2342,270.65,68.81,484.0,30.73,21.77,70.83
2343,438.83,75.41,550.2,20.35,16.31,78.62
2366,404.49,66.39,448.67,28.07,21.02,73.04
2370,397.42,67.14,508.07,29.24,22.99,96.43
2375,453.28,56.3,428.2,24.08,21.09,74.97
2390,240.67,66.17,539.8,32.74,25.25,86.65
2401,504.14,68.14,485.77,20.59,17.89,85.27
2421,241.4,63.76,506.0,36.97,21.14,86.54
2430,495.16,63.64,464.68,16.55,22.58,76.32
2440,325.13,69.53,516.03,29.83,19.0,80.87
2457,469.34,72.52,483.92,30.44,22.03,83.98
2462,570.54,68.52,563.63,23.08,21.07,91.98
2472,398.62,71.1,514.46,38.4,16.65,76.83
2483,470.42,66.55,468.92,33.58,22.17,83.05
2507,570.61,69.36,507.62,22.83,21.19,80.13
2519,463.37,69.71,492.38,29.93,21.22,86.18
2525,571.78,71.39,559.04,27.09,20.18,91.95
2528,354.39,64.5,548.2,30.81,18.37,76.76
2531,568.69,68.79,403.75,32.84,18.86,72.23
2539,358.58,73.92,459.82,36.55,19.28,84.68
2577,311.55,59.17,538.06,39.12,23.03,87.81
2579,391.66,56.35,505.04,37.64,20.61,83.2
2589,523.69,73.68,630.48,27.56,17.13,84.26
2601,355.55,72.53,448.93,27.47,16.66,74.01
2621,411.66,63.65,556.74,25.04,20.71,86.81
2629,301.9,66.73,394.49,33.07,20.43,62.71
2631,446.08,61.15,458.34,32.26,22.1,84.66
2642,412.71,67.8,447.94,32.43,18.64,90.36
2647,307.45,67.78,516.24,35.93,18.58,83.99
2660,483.89,64.6,506.06,45.9,21.77,85.93
2669,424.0,63.13,488.17,27.56,17.77,64.01
2678,455.07,66.56,511.17,33.19,20.73,87.06
2681,322.96,76.25,563.6,23.52,19.23,87.18
2714,397.46,76.42,577.69,23.92,21.0,84.62
2741,458.64,58.73,494.04,22.81,20.67,74.93
2754,566.13,67.75,532.8,37.57,20.65,74.81
2783,397.68,65.04,473.63,30.59,20.56,82.36
2789,472.3,72.19,509.52,21.89,18.52,75.66
2833,359.51,70.03,472.96,26.43,21.97,75.58
2836,628.96,68.67,500.02,34.88,20.79,86.46
2847,429.97,62.64,454.2,36.1,20.14,78.2
2870,439.04,73.2,435.51,28.73,21.23,80.34
2874,402.07,68.43,535.32,30.99,17.73,83.57
2885,407.6,66.79,478.66,41.36,20.21,82.08
2896,378.5,69.59,428.01,28.69,19.06,87.94
2918,321.7,63.49,485.75,32.45,19.4,73.1
2924,385.14,67.06,476.02,31.64,20.94,79.38
2943,430.21,69.25,469.92,32.84,19.2,75.32
2970,673.58,71.46,521.17,30.71,20.91,79.42
3015,243.29,68.28,535.15,37.09,19.74,73.66
3031,321.21,69.83,561.83,19.29,20.11,83.73
3070,502.82,71.89,451.99,30.53,22.16,89.05
3072,455.79,62.16,507.6,36.24,20.66,91.46
3078,548.71,70.8,474.39,28.91,21.87,81.18
3087,598.66,63.64,530.77,35.63,21.03,84.66
3104,500.18,63.84,504.9,32.93,22.07,75.26
3123,350.15,71.9,451.37,21.01,19.3,77.67
3124,505.77,66.61,541.35,35.35,21.0,82.66
3127,432.63,64.83,549.74,22.65,20.76,71.51
3139,366.67,74.02,533.87,23.48,21.64,87.73
3172,552.67,58.64,475.59,24.42,20.05,89.31
3193,361.4,70.28,437.62,31.3,19.15,82.46
39,541.26,61.82,478.84,31.67,19.22,88.86
64,378.91,61.65,423.09,23.91,18.79,69.69
72,559.14,70.83,478.65,28.36,19.15,92.86
73,417.83,55.03,489.04,36.22,21.86,81.97
83,559.4,73.37,473.77,17.29,15.82,73.45
88,514.52,64.25,445.65,25.57,20.96,76.76
101,555.86,63.75,436.15,33.24,20.92,88.2
129,437.93,56.16,533.23,28.16,20.63,76.9
146,443.56,68.59,521.14,25.71,18.7,83.1
160,443.76,62.66,488.8,29.64,17.13,76.84
178,329.77,67.01,460.05,21.06,21.79,73.68
185,403.97,61.96,431.42,33.16,19.61,79.16
203,620.36,71.29,489.8,21.75,21.48,86.28
205,569.01,61.33,419.0,31.35,19.98,77.95
219,561.3,69.03,453.26,26.07,19.48,87.0
224,517.22,64.95,500.29,28.51,20.56,76.84
229,360.3,64.71,569.85,23.52,21.66,80.76
256,520.14,67.22,473.93,33.49,18.37,82.35
263,373.67,67.16,475.92,26.75,20.69,76.3
283,385.52,64.03,584.65,30.91,20.13,83.7
294,454.3,63.33,491.43,28.1,17.66,77.58
307,542.25,63.82,500.42,26.62,19.93,83.73
317,388.68,70.84,536.04,23.02,21.23,84.45
324,229.64,62.74,461.61,32.24,16.8,64.58
328,468.94,76.62,501.69,27.79,21.32,80.37
331,386.87,68.58,500.52,23.25,21.64,83.37
346,365.55,63.6,490.53,25.67,21.87,82.03
355,472.27,73.49,574.74,25.24,21.37,95.38
364,541.7,56.25,467.46,34.37,18.09,75.56
368,511.93,68.41,455.09,25.55,21.78,88.81
370,334.62,64.66,546.18,40.66,20.52,84.67
388,369.78,61.83,417.22,37.19,20.79,86.37
389,615.88,58.57,477.3,38.4,18.97,72.7
413,546.44,67.78,528.61,30.47,22.55,83.09
423,604.27,62.41,501.62,36.99,19.76,84.8
427,584.21,61.39,503.21,21.51,23.04,79.34
437,452.09,63.17,501.36,25.05,21.46,77.06
445,374.76,72.15,503.05,28.54,18.04,71.76
453,487.65,69.39,444.93,37.66,18.61,77.0
459,427.81,63.77,481.49,35.39,23.48,83.52
474,463.41,63.77,427.48,30.82,21.1,78.08
476,487.18,68.3,518.28,36.27,18.81,81.97
481,363.96,65.66,505.82,37.33,18.14,81.29
495,469.06,71.82,552.19,27.82,20.28,79.73
514,459.48,66.03,573.55,30.47,17.25,84.01
527,517.23,71.16,513.32,17.69,20.06,80.0
538,448.1,56.41,509.27,29.76,21.24,83.68
558,381.54,63.58,485.42,27.37,18.49,73.65
567,470.49,67.51,475.79,36.08,21.79,82.03
574,356.96,69.18,462.07,32.25,20.5,84.87
583,506.82,68.32,560.98,29.11,20.54,80.93
593,466.25,59.0,510.28,28.6,23.11,85.59
599,377.9,64.66,559.78,40.33,21.23,93.49
616,447.41,73.27,559.4,28.74,23.35,80.2
618,565.8,59.37,507.37,33.4,21.13,83.4
625,461.09,69.48,532.64,27.04,21.5,89.77
636,369.22,70.39,559.25,23.71,20.88,85.85
652,470.46,70.76,489.51,32.65,18.36,81.18
672,478.63,64.19,496.11,30.38,19.27,81.14
701,407.92,66.92,529.58,29.11,20.05,91.12
702,357.17,67.27,526.68,36.0,17.3,71.48
706,395.42,63.84,458.37,25.84,21.12,83.03
718,417.88,71.95,459.31,24.79,17.44,74.37
719,296.96,64.38,551.76,26.54,18.58,79.75
727,424.45,75.47,609.46,30.1,20.64,83.42
740,393.26,70.69,437.05,31.16,19.12,70.33
743,503.42,66.95,470.67,33.07,17.58,67.53
764,280.02,65.86,446.89,29.41,23.54,86.03
779,407.55,68.65,526.07,29.01,19.31,81.66
793,328.57,69.06,536.34,30.86,18.07,75.14
796,426.28,66.13,543.2,27.41,20.06,77.45
799,509.52,61.99,541.72,39.22,22.15,94.0
801,555.46,58.15,433.38,32.41,19.75,72.83
812,213.16,69.4,606.1,21.2,21.49,85.55
817,389.43,63.77,559.15,36.32,20.36,80.28
824,400.39,69.17,475.57,26.13,20.53,81.11
851,385.23,70.65,540.85,29.32,20.06,79.31
874,543.92,62.8,580.74,23.32,20.13,77.59
879,399.4,70.24,455.46,30.18,19.77,82.83
914,536.35,73.9,486.15,23.11,20.1,88.52
925,333.46,63.07,533.51,33.92,20.69,77.91
946,442.88,71.37,528.39,27.93,22.23,91.09
957,579.83,75.16,471.87,24.72,19.87,87.06
965,429.73,67.55,538.2,33.61,22.23,86.45
982,286.98,68.42,483.43,30.56,18.84,77.02
986,533.89,68.61,451.33,30.71,20.47,85.67
988,506.17,67.49,538.96,36.22,17.78,81.35
999,286.96,66.0,449.04,26.89,22.12,81.38
1008,419.46,63.45,515.48,32.8,18.42,75.69
1011,437.78,68.17,479.46,24.61,19.73,74.82
1012,329.12,64.73,457.56,30.42,19.93,80.96
1013,456.32,74.36,504.11,34.0,19.96,80.03
1017,446.36,66.75,444.62,26.46,20.02,76.54
1043,371.75,66.12,497.49,28.82,19.42,76.89
1045,467.85,71.2,456.34,29.39,20.45,72.22
1061,437.27,58.23,534.7,31.33,22.93,78.41
1072,454.48,75.77,486.5,22.09,22.26,88.02
1073,409.04,66.15,463.44,32.17,17.33,71.7
1106,400.12,62.83,454.86,31.6,20.11,73.53
1107,483.66,76.07,573.44,22.93,16.0,87.63
1161,453.77,60.12,441.36,29.87,20.84,66.12
1187,310.07,74.54,463.22,33.69,19.99,82.5
1206,346.96,61.63,506.97,37.56,20.94,80.03
1224,506.79,67.2,447.55,37.45,19.56,85.18
1239,454.61,59.62,459.34,32.26,20.3,87.41
1246,410.89,67.53,476.54,30.78,20.17,73.59
1267,560.96,61.23,490.43,26.28,20.21,74.67
1309,434.96,58.61,514.8,32.82,19.17,87.26
1313,311.66,67.08,551.81,22.49,23.98,100.91
1319,370.04,66.8,515.33,21.31,20.69,82.92
1323,408.79,62.18,453.0,35.16,21.99,88.04
1329,385.95,62.3,511.42,31.04,22.28,68.48
1331,379.37,64.71,468.64,27.03,20.97,80.98
1357,427.66,64.12,549.23,30.44,22.04,87.28
1362,367.85,74.04,529.6,30.43,18.46,75.94
1374,439.36,68.3,474.9,36.45,20.62,82.13
1387,451.13,60.43,508.37,36.8,19.22,75.48
1391,534.52,60.12,555.52,31.95,18.53,89.6
1422,542.57,70.88,511.15,29.66,22.1,85.44
1425,645.6,63.68,475.21,32.92,19.16,84.63
1429,573.03,67.68,526.35,38.84,19.24,85.45
1455,502.9,76.04,516.28,12.19,19.56,73.74
1458,419.77,68.27,464.7,33.01,15.33,69.58
1460,275.1,63.1,470.9,33.0,22.49,87.21
1480,436.96,65.52,470.54,34.45,22.26,76.67
1486,481.25,68.46,464.15,34.63,21.3,79.58
1487,378.98,64.5,470.36,31.66,21.41,80.87
1497,485.84,64.92,506.52,36.52,20.21,87.32
1498,408.39,66.11,528.59,33.6,19.58,84.53
1500,469.11,67.69,477.99,30.63,21.95,75.73
1506,513.02,73.42,498.64,23.04,19.75,76.81
1525,563.51,63.83,482.46,34.37,20.05,77.0
1526,307.75,77.72,528.7,20.93,21.79,78.07
1535,564.72,66.11,474.56,32.52,18.84,87.63
1553,602.56,57.02,444.93,40.75,19.61,82.33
1606,307.86,74.5,499.81,37.05,18.44,70.45
1614,378.46,56.65,478.77,30.89,20.0,81.78
1624,244.63,64.2,500.55,35.17,19.63,76.95
1641,430.68,65.24,461.59,26.42,20.45,78.1
1643,368.51,67.26,478.75,40.51,21.68,84.33
1669,408.84,64.23,522.64,35.77,22.48,86.2
1675,415.48,67.56,499.06,26.74,20.35,81.61
1686,415.29,64.06,562.27,25.09,19.89,78.56
1695,636.88,74.25,526.94,24.28,19.68,77.93
1698,459.3,74.7,587.57,19.6,17.83,85.04
1716,346.32,69.83,548.36,33.88,18.21,82.52
1720,454.55,58.01,557.93,37.83,18.73,93.69
1723,428.87,63.3,470.58,30.91,18.42,84.61
1724,513.23,72.22,516.66,30.32,20.43,86.78
1739,359.8,75.0,524.61,27.68,21.26,76.62
1746,405.38,74.19,531.0,14.2,19.92,71.64
1760,496.57,68.14,445.25,32.49,20.28,92.54
1778,412.7,63.8,530.14,32.2,21.18,79.86
1792,316.1,77.6,555.68,19.79,17.55,69.68
1797,595.58,72.19,463.52,23.68,18.56,82.89
1805,394.78,58.99,510.16,27.65,18.63,85.35
1818,568.19,70.1,457.96,39.97,20.03,78.76
1825,382.05,69.53,512.78,29.7,19.91,79.15
1828,419.09,62.21,508.16,31.8,20.1,90.5
1866,499.38,63.79,526.26,25.98,19.38,68.34
1867,586.09,65.07,560.85,25.42,20.8,95.14
1891,483.92,66.74,504.72,22.65,20.22,79.42
1893,328.49,63.71,421.35,38.24,20.5,72.31
1906,458.05,66.04,508.29,31.11,20.12,87.83
1954,441.52,64.66,509.9,34.36,20.62,73.58
1961,476.01,70.58,526.28,30.99,19.16,80.67
1983,625.77,64.21,439.07,31.59,20.54,84.03
1989,497.91,65.8,441.11,33.35,17.53,89.37
2008,485.69,70.12,511.8,25.63,22.68,86.95
2018,411.53,79.85,437.14,17.31,23.32,78.49
2033,202.17,73.06,518.03,18.39,20.83,77.54
2037,336.09,64.83,460.34,31.39,22.53,72.3
2057,325.53,65.75,569.07,31.66,22.45,79.47
2066,520.22,64.86,483.85,32.71,16.78,68.96
2067,501.66,63.53,368.31,36.1,21.65,86.55
2073,514.19,74.85,503.53,26.89,19.99,73.39
2095,548.19,69.08,457.17,33.68,23.96,78.66
2116,412.92,69.4,539.2,25.2,17.75,75.54
2128,392.62,70.81,537.19,35.37,15.57,78.88
2130,549.73,63.93,542.56,49.42,20.02,86.63
2162,628.42,69.46,510.18,39.82,20.53,88.37
2168,381.67,67.63,499.09,31.94,21.74,84.13
2180,383.41,70.41,511.94,27.35,17.54,87.13
2192,390.6,69.59,454.89,29.63,18.22,77.4
2193,377.98,62.93,514.67,36.25,21.89,87.09
2209,364.86,76.32,482.2,26.27,19.93,71.31
2215,525.56,63.67,455.6,24.22,20.93,80.5
2225,393.63,68.84,516.96,28.97,18.15,82.35
2227,521.24,74.25,537.92,31.4,19.3,83.81
2243,381.77,65.72,527.77,27.42,19.52,84.44
2254,594.17,65.11,462.58,27.78,17.06,75.42
2257,421.55,77.31,567.17,26.58,18.35,84.1
2260,378.92,65.6,469.33,25.85,19.0,71.76
2264,570.23,66.62,434.74,32.22,17.11,76.89
2267,502.12,71.51,573.81,38.37,17.8,74.96
2276,288.14,66.07,511.96,32.43,22.08,82.16
2282,337.76,66.44,539.76,33.8,18.57,91.06
2295,392.58,60.13,497.67,33.21,22.36,81.83
2306,553.86,74.25,525.98,22.57,20.89,80.92
2308,391.28,72.17,510.05,27.62,19.92,82.08
2318,422.62,66.38,518.76,39.21,16.98,82.0
2346,321.42,74.54,503.94,29.8,20.67,81.46
2355,525.48,69.44,501.99,31.43,20.75,70.23
2362,407.67,72.83,551.16,28.35,17.49,67.63
2363,475.71,70.42,561.21,22.48,21.14,89.54
2371,275.49,70.7,643.31,33.05,21.49,92.38
2374,350.35,70.21,578.69,30.16,17.56,67.45
2378,428.94,64.63,454.06,35.94,22.04,78.52
2416,468.93,66.54,387.66,31.56,21.99,77.3
2445,436.04,60.48,381.68,36.6,19.73,72.45
2452,500.26,66.48,466.07,18.11,19.44,76.77
2464,365.78,71.59,551.27,28.63,18.19,85.21
2466,494.21,73.3,588.74,25.36,18.33,85.11
2475,465.66,67.05,552.06,32.32,17.99,84.2
2480,379.92,61.89,551.93,41.79,22.13,91.13
2485,482.15,72.46,511.64,22.94,19.16,83.1
2496,619.46,67.94,455.98,27.8,20.8,76.43
2498,481.91,76.24,508.02,27.26,18.5,78.67
2503,311.63,65.24,549.39,34.86,19.74,70.74
2513,376.13,71.36,419.67,26.28,20.79,74.35
2520,528.25,66.68,484.06,29.32,17.9,83.7
2556,458.39,74.35,459.26,22.22,16.64,74.8
2568,440.86,71.06,506.46,32.61,20.94,83.81
2574,398.95,65.4,498.41,39.38,19.22,83.13
2582,536.4,62.13,475.72,15.79,23.43,65.2
2595,423.43,62.95,464.3,26.49,21.74,80.55
2602,446.19,67.44,508.37,24.31,18.56,81.74
2628,557.88,72.39,549.87,21.26,22.06,89.96
2633,427.08,72.37,467.35,21.96,18.84,73.92
2648,452.6,70.62,520.03,20.46,20.67,79.75
2655,489.92,72.34,538.85,28.28,17.47,65.61
2696,577.94,66.72,459.81,27.2,21.84,77.97
2708,440.94,70.98,528.63,23.81,19.87,82.9
2713,383.8,72.91,597.0,31.26,21.13,90.8
2718,339.77,61.7,518.25,22.74,23.09,87.54
2768,432.81,56.25,485.34,23.97,23.07,81.45
2776,416.46,65.95,545.27,27.85,20.59,90.46
2791,431.4,67.55,524.39,17.47,20.21,78.83
2805,494.07,63.3,551.99,30.95,18.06,85.33
2806,394.72,64.33,464.06,31.1,22.64,85.37
2814,434.42,67.91,528.29,31.87,19.18,77.99
2820,277.25,75.38,530.55,29.07,20.13,76.62
2827,400.85,64.07,577.11,36.5,19.68,80.41
2859,451.18,73.01,514.73,38.33,18.78,79.88
2865,439.44,70.98,556.36,26.94,18.13,89.98
2867,565.58,74.67,495.44,30.44,18.27,89.02
2876,404.33,64.64,484.3,26.92,20.17,86.13
2880,423.14,73.77,522.21,32.78,20.14,77.06
2882,538.43,72.65,478.71,25.5,17.48,74.42
2887,352.25,68.08,438.8,29.02,21.98,96.56
2890,490.93,74.37,446.87,30.99,20.48,83.94
2909,452.38,61.86,554.61,33.96,20.6,88.47
2913,507.81,71.41,443.01,26.12,20.59,73.41
2915,272.76,67.52,504.77,24.57,22.37,82.25
2956,575.12,71.46,485.5,39.43,18.44,81.35
2966,405.29,65.26,505.82,40.45,19.12,87.4
2973,353.08,68.33,468.92,23.28,19.01,74.27
3018,444.74,67.28,519.02,33.19,19.06,80.09
3040,427.62,59.87,509.74,36.64,21.62,82.15
3049,609.49,69.85,560.55,36.18,20.02,98.14
3057,357.15,62.27,401.27,37.18,19.71,86.03
3065,593.38,70.31,427.4,26.34,17.7,76.78
3093,409.89,63.13,499.23,24.04,19.15,69.05
3101,401.76,74.0,549.97,28.82,18.25,82.52
3110,428.3,60.62,510.57,29.69,19.58,82.68
3138,366.59,68.13,533.07,23.16,18.6,77.02
3153,443.56,58.8,401.5,27.63,21.19,70.62
3162,499.02,69.31,458.3,23.7,21.11,80.73
3164,476.37,66.35,510.69,16.39,21.37,67.94
3169,538.48,67.99,446.61,34.64,20.13,85.1
3178,338.25,71.41,489.47,31.5,20.76,72.88
3189,501.66,70.11,462.62,38.24,21.46,86.75
1,467.9,65.59,486.1,41.06,23.27,92.39
3,339.75,74.72,535.88,30.5,19.41,80.76
13,521.01,64.09,492.8,40.96,20.3,81.0
18,377.06,64.89,494.15,35.23,22.14,83.77
25,350.95,70.03,470.54,23.25,20.64,84.08
28,496.26,70.12,590.98,34.48,19.12,93.73
59,432.3,67.3,437.51,30.17,21.98,83.07
79,406.19,76.04,532.67,30.65,19.27,71.43
92,431.81,67.11,412.49,26.08,20.07,70.94
118,228.24,69.47,516.65,32.7,18.65,79.88
126,261.25,65.59,569.88,31.23,17.57,67.56
128,498.85,68.44,468.42,28.67,21.11,80.19
135,576.17,65.59,566.09,24.59,17.36,75.11
136,437.52,67.22,516.6,38.46,21.76,90.91
152,418.52,70.06,545.94,21.6,19.45,92.0
166,543.97,69.73,445.31,37.52,20.2,86.2
169,445.98,68.06,464.36,33.16,20.68,79.39
192,461.69,68.83,489.93,24.4,20.38,76.04
202,246.64,64.06,535.49,25.2,20.41,83.51
210,424.95,64.42,459.71,42.25,19.55,91.12
217,477.29,75.51,481.78,22.9,20.74,76.45
226,508.46,61.96,481.38,23.34,21.46,79.28
233,495.12,76.97,524.62,22.93,17.06,83.28
243,440.75,78.1,531.8,23.9,19.72,79.03
257,317.07,67.86,582.65,24.02,18.41,77.72
260,484.23,63.38,556.98,33.89,18.08,72.67
274,418.22,61.94,500.05,31.65,19.38,87.38
279,507.58,66.33,469.38,35.73,17.68,81.78
286,374.59,66.6,574.64,28.51,19.07,80.54
292,593.23,76.62,490.67,31.32,18.72,80.58
303,464.89,62.69,521.7,28.84,16.37,73.43
321,354.92,75.06,437.1,19.95,22.63,81.22
330,468.83,61.07,497.23,32.45,19.65,75.62
369,415.14,69.39,524.1,37.99,18.39,74.28
372,430.6,60.81,492.12,44.46,21.95,84.54
394,348.18,69.72,505.15,27.06,19.97,59.22
418,427.75,73.11,513.38,25.82,19.4,75.64
429,398.5,65.79,490.0,35.03,20.62,91.66
435,528.91,62.45,465.69,24.96,21.02,80.12
442,618.96,61.73,377.12,29.19,18.92,75.4
458,261.78,68.83,515.8,27.24,22.7,88.24
461,402.16,61.22,532.91,31.77,18.38,82.98
465,516.16,64.75,579.33,26.31,20.05,80.32
470,424.96,68.63,474.07,32.74,18.61,83.22
496,450.64,62.28,470.26,29.9,18.89,88.8
499,559.36,72.51,486.88,23.82,19.96,73.07
504,477.61,61.46,496.59,27.22,19.06,86.54
510,376.31,62.69,518.48,22.6,19.24,77.79
513,329.0,75.61,543.97,27.27,17.79,71.96
520,463.49,70.82,498.12,35.84,19.88,84.47
530,440.29,72.26,463.42,32.48,20.75,81.28
536,416.07,58.0,476.31,33.9,22.12,90.23
546,451.17,68.08,429.59,38.97,21.58,77.57
555,303.71,69.5,541.85,21.12,18.07,78.69
570,477.69,67.92,495.84,35.32,18.17,80.21
572,492.43,67.53,469.5,35.93,17.87,79.64
577,468.63,73.77,473.18,32.34,19.22,78.5
580,503.83,70.25,544.53,31.24,17.94,86.39
635,514.54,67.99,424.09,21.38,20.21,77.69
659,343.72,65.22,449.88,39.24,19.76,75.01
669,328.46,68.75,513.62,23.73,17.67,74.81
681,411.91,70.53,530.13,35.44,16.89,79.54
705,259.69,62.77,558.89,29.23,22.85,84.79
708,416.12,66.81,478.22,22.38,18.77,76.91
747,528.83,63.6,526.8,24.96,20.06,85.98
750,430.51,62.39,456.91,37.71,23.24,81.02
770,577.41,67.84,400.13,23.11,20.04,66.01
805,522.2,62.62,478.08,38.64,20.1,83.54
827,428.73,73.53,535.81,22.45,18.19,82.48
844,538.5,65.25,552.56,33.67,19.24,76.85
871,422.67,62.6,485.35,29.3,19.45,77.57
905,353.38,67.89,499.98,27.11,21.67,77.59
907,485.88,71.87,544.06,30.45,20.06,77.09
922,402.74,66.95,474.54,34.13,19.16,78.01
928,501.88,79.1,551.47,22.88,19.57,83.33
943,388.37,66.24,501.18,43.5,22.04,77.51
948,549.18,68.74,501.6,22.8,22.04,83.09
960,611.83,68.8,555.92,27.88,16.95,83.64
969,506.16,62.36,590.49,26.4,20.74,93.11
972,331.68,68.38,505.28,32.51,18.88,78.41
983,505.55,59.72,441.51,26.4,23.72,85.34
1009,549.59,76.46,586.63,21.13,20.3,88.95
1028,423.06,75.67,517.56,27.37,19.53,85.68
1034,409.94,65.68,475.89,41.95,24.2,90.23
1035,308.23,70.95,444.61,35.15,18.98,77.99
1039,541.9,66.69,572.16,34.35,19.53,98.74
1042,610.4,62.37,479.32,35.24,18.88,84.98
1044,379.09,72.03,553.94,22.47,19.5,85.9
1046,458.72,64.82,442.91,38.9,17.6,80.37
1063,586.82,62.72,461.35,20.83,20.75,73.58
1065,380.17,67.94,431.03,30.5,19.4,72.53
1070,589.56,72.43,477.7,38.54,20.72,87.97
1090,547.85,62.21,469.22,29.01,21.46,75.94
1096,394.07,68.97,502.95,29.52,19.71,87.65
1109,536.11,65.49,444.73,29.53,21.29,78.1
1137,629.48,64.05,436.24,43.71,21.76,77.89
1139,300.94,63.96,581.2,26.84,23.67,85.42
1142,504.64,74.26,554.13,26.7,18.07,74.58
1144,348.37,62.79,486.0,31.9,18.54,79.08
1158,361.11,69.61,546.64,31.52,18.43,78.36
1176,242.6,60.85,493.27,31.17,23.57,81.9
1177,397.55,67.2,572.68,33.85,18.76,77.07
1178,581.92,62.25,440.41,29.41,18.67,72.11
1251,572.46,59.9,523.84,18.27,21.43,73.19
1262,516.1,71.7,508.77,26.88,21.41,81.77
1271,341.44,63.8,575.21,35.72,18.6,82.89
1293,417.63,61.51,468.47,27.21,17.07,69.51
1314,490.15,70.62,500.55,28.06,20.18,86.29
1318,206.66,63.19,532.8,24.3,20.98,85.06
1324,458.36,74.5,473.7,21.53,21.19,78.72
1328,353.97,70.88,514.99,24.55,20.52,77.67
1353,416.56,64.8,500.81,34.47,17.01,71.41
1359,331.88,73.25,505.46,40.17,15.99,74.81
1369,402.17,63.88,474.91,24.89,21.96,85.48
1393,541.47,66.9,423.74,33.3,18.79,75.5
1402,347.77,66.33,424.94,26.53,19.71,77.91
1411,409.35,66.08,476.87,40.49,18.05,76.55
1412,577.15,62.68,434.3,32.24,19.99,81.79
1415,437.52,70.45,510.42,22.57,21.82,81.8
1426,556.75,63.55,511.34,24.0,20.57,80.56
1441,645.28,63.76,497.43,32.61,20.34,83.69
1462,502.65,65.69,488.49,29.94,18.14,76.28
1477,483.55,66.38,462.96,39.27,22.95,94.64
1494,588.17,64.11,431.01,33.23,20.27,72.76
1517,366.1,73.31,491.28,28.08,20.54,75.28
1522,421.65,70.99,462.37,35.24,22.38,74.84
1531,401.87,69.36,531.82,32.34,19.75,74.2
1540,487.89,70.43,491.92,27.61,20.02,93.33
1578,395.92,63.92,540.24,30.84,22.68,84.82
1601,392.84,69.44,540.69,26.85,20.85,79.62
1628,395.54,61.19,502.74,23.5,20.28,77.26
1633,333.93,67.83,532.86,40.21,20.57,85.21
1635,439.52,72.43,559.12,30.89,19.79,82.24
1638,382.11,66.03,505.23,16.99,17.69,71.6
1653,305.27,67.59,491.68,31.76,18.58,79.57
1666,468.67,76.6,519.4,22.09,18.18,72.26
1670,513.51,63.78,493.73,26.84,18.56,80.03
1677,315.09,69.21,503.9,27.65,20.61,78.24
1678,339.95,66.94,516.52,29.21,19.12,86.47
1684,511.19,66.34,563.31,30.14,22.08,84.67
1699,373.49,65.72,535.52,35.38,20.62,80.15
1701,431.64,73.97,489.26,32.69,20.46,77.87
1721,414.51,66.17,573.65,34.36,20.79,85.23
1727,532.58,73.56,476.92,31.34,18.98,68.83
1732,442.02,70.7,441.81,25.35,21.0,85.91
1761,271.61,65.2,487.02,37.06,21.59,89.92
1771,558.57,62.83,467.18,36.91,19.78,77.93
1801,485.28,69.99,432.73,25.16,21.97,89.97
1821,535.99,70.91,474.33,32.74,21.83,88.02
1854,385.34,79.73,553.76,31.63,16.44,71.3
1864,466.45,67.64,469.54,30.77,19.49,83.21
1873,522.97,66.6,495.86,28.56,20.2,79.31
1874,364.55,66.72,502.05,36.93,20.58,88.69
1876,495.91,64.79,435.36,23.15,19.6,81.66
1881,339.06,58.57,471.31,27.52,21.24,72.82
1885,380.57,68.12,512.64,19.76,20.93,77.64
1925,399.3,66.32,525.86,33.08,18.88,88.91
