ID,Idade,Renda,Regiao,Genero,seguro auto,seguro vida Emp,seguro vida PF,Seguro Residencial,Investimento Fundos_cambiais,Investimento Fundos_commodities,Investimento LCI,Investimento LCA,Investimento Poupanca,Investimento Fundos Multimercado,Investimento Tesouro Direto,Financiamento Casa,Financiamento Carro,Emprestimo _pessoal,Emprestimo _consignado,Emprestimo _limite_especial,Emprestimo _educacao,Emprestimo _viagem,Investimento CDB,Investimento Fundos,RECOMMENDATION_1,CONFIDENCE_1,RECOMMENDATION_2,CONFIDENCE_2,RECOMMENDATION_3,CONFIDENCE_3
40192.0,18.469,6978.69,S,0.0,F,F,F,F,T,T,T,T,T,T,T,F,F,F,F,F,F,F,F,F,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
40206.0,28.158,6359.044,SE,1.0,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,T,F,F,F,F,,,,,,
40219.0,19.215,8055.945,CO,0.0,F,F,F,T,T,T,T,T,T,F,F,T,F,F,F,F,T,T,T,T,Emprestimo _viagem,0.8564885496183207,Investimento Fundos,0.8564885496183207,,
40229.0,52.268,8012.457,SE,0.0,F,F,T,F,T,F,F,F,T,F,T,T,F,F,F,F,F,F,F,F,Seguro Residencial,0.8008016032064128,seguro auto,0.8008016032064128,,
40231.0,64.552,8458.475,CO,0.0,F,F,F,F,F,T,F,F,T,T,F,F,T,F,T,T,F,F,F,F,Emprestimo _pessoal,0.984641638225256,,,,
40236.0,28.295,8026.213,SE,1.0,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,T,T,Emprestimo _educacao,0.8813825608798115,,,,
40242.0,42.469,7194.505,CO,1.0,F,F,F,F,T,T,T,T,F,F,F,F,F,T,F,F,T,T,T,T,Emprestimo _viagem,0.8564885496183207,Investimento Fundos,0.8564885496183207,,
40244.0,55.859,7828.532,SE,0.0,F,F,F,F,F,F,F,F,F,T,F,T,F,F,F,F,F,T,F,F,,,,,,
40250.0,58.35,7760.181,SE,0.0,F,T,F,F,T,F,T,F,F,F,T,T,T,F,F,F,F,F,T,F,Investimento Fundos_commodities,0.9331532748143146,,,,
40251.0,38.623,8473.732,CO,1.0,T,T,T,T,T,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,Seguro Residencial,0.9595323741007195,seguro auto,0.9595323741007195,,
40254.0,47.902,7023.723,NE,1.0,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,F,,,,,,
40255.0,58.535,8266.817,SE,1.0,T,F,F,F,T,F,T,F,F,F,F,F,F,T,F,F,F,F,F,T,Investimento CDB,0.8825786646201075,Investimento Fundos_commodities,0.8825786646201075,,
40266.0,59.651,7894.037,N,0.0,F,F,F,F,F,F,F,F,F,T,F,F,F,T,T,T,T,T,T,T,Emprestimo _consignado,0.956882255389718,,,,
40272.0,54.763,22323.0,SE,1.0,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,T,F,,,,,,
40277.0,24.359,6650.185,SE,0.0,F,T,F,F,T,T,T,T,T,T,T,F,T,F,F,F,F,F,F,F,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
40278.0,36.49,7256.198,SE,0.0,T,T,T,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,seguro vida Emp,0.9441860465116279,seguro vida PF,0.9441860465116279,,
40280.0,48.278,7759.24,N,1.0,F,F,F,F,T,T,T,T,T,T,T,F,F,F,F,F,F,F,T,T,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
40292.0,30.295,6864.827,SE,1.0,T,T,T,T,F,T,T,F,F,T,T,F,T,F,F,F,F,F,F,F,seguro vida Emp,0.9441860465116279,seguro vida PF,0.9441860465116279,,
40298.0,18.107,7837.699,SE,0.0,F,T,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,,,,,,
40312.0,34.633,32324.0,SE,1.0,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,seguro vida Emp,0.9441860465116279,seguro vida PF,0.9441860465116279,,
40370.0,48.643,6428.918,NE,1.0,F,F,F,T,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,,,,,,
40372.0,18.024,7304.019,S,1.0,F,F,F,F,T,T,T,T,T,T,T,F,F,F,F,F,F,F,T,T,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
40373.0,25.467,6857.566,SE,0.0,F,T,F,F,F,F,F,F,T,F,F,F,T,F,F,F,F,F,T,F,,,,,,
40394.0,34.697,8057.045,SE,1.0,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,T,F,F,,,,,,
40397.0,41.417,7661.288,NE,1.0,T,T,T,T,F,F,T,F,F,F,F,T,T,T,T,T,F,F,F,T,Emprestimo _consignado,0.956882255389718,,,,
40411.0,30.565,6376.049,SE,1.0,T,T,T,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,seguro vida Emp,0.9441860465116279,seguro vida PF,0.9441860465116279,,
40412.0,46.824,7647.468,SE,1.0,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,T,,,,,,
40434.0,40.994,8208.031,SE,0.0,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,seguro vida Emp,0.947075208913649,seguro vida PF,0.947075208913649,,
40435.0,71.123,8271.966,SE,1.0,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,,,,
40436.0,66.149,7007.703,NE,1.0,F,F,F,F,T,F,F,T,T,F,F,F,F,T,F,F,F,F,F,F,Investimento Fundos_commodities,0.9198218262806236,Investimento LCI,0.9198218262806236,,
40437.0,51.934,5610.742,CO,0.0,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,Seguro Residencial,0.8025177025963808,seguro auto,0.8025177025963808,seguro vida Emp,0.8025177025963808
40453.0,52.886,7021.9,SE,1.0,T,T,T,T,F,T,F,F,T,T,F,F,F,F,F,T,F,F,T,F,seguro vida Emp,0.947075208913649,seguro vida PF,0.947075208913649,,
40454.0,51.87,8918.082,SE,1.0,F,F,F,F,T,T,T,T,T,T,T,F,F,T,F,T,F,F,T,F,Emprestimo _consignado,0.956882255389718,,,,
40458.0,28.449,8260.694,N,0.0,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,T,F,F,,,,,,
40462.0,21.213,7647.49,NE,1.0,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,,,,,,
40464.0,53.269,7390.053,SE,1.0,F,F,F,F,T,F,T,T,F,F,F,F,F,T,T,T,T,T,T,T,Emprestimo _consignado,0.956882255389718,,,,
40470.0,41.401,7857.605,SE,1.0,F,F,F,F,T,T,T,T,T,F,F,F,F,F,F,F,F,T,T,T,Emprestimo _educacao,0.8813825608798115,,,,
40496.0,25.331,5950.427,SE,0.0,T,T,T,T,F,F,T,F,F,F,T,F,F,T,F,F,F,F,F,F,seguro vida Emp,0.9441860465116279,seguro vida PF,0.9441860465116279,,
40521.0,33.793,7617.092,S,1.0,F,F,F,F,T,T,T,T,T,T,T,F,F,F,F,F,F,F,T,F,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
40529.0,67.298,8323.438,N,1.0,F,T,F,T,F,F,F,F,T,F,T,F,F,F,F,F,F,F,T,T,seguro auto,0.897887323943662,seguro vida PF,0.897887323943662,,
40574.0,52.121,6791.372,CO,1.0,F,F,F,F,F,T,T,T,F,T,F,F,F,T,F,T,F,T,T,F,Emprestimo _consignado,0.956882255389718,,,,
40579.0,66.55,8521.821,N,0.0,T,T,F,F,T,T,T,T,T,F,T,F,F,T,F,F,F,F,T,T,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
40584.0,30.218,6804.423,SE,0.0,F,F,F,F,F,F,F,F,T,F,T,F,F,T,F,F,F,F,F,F,,,,,,
40656.0,31.543,8376.858,SE,0.0,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,T,Investimento CDB,0.8779310344827587,,,,
40656.0,43.763,7566.485,SE,0.0,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,Investimento CDB,0.8190309398715704,,,,
40656.0,31.543,8376.858,SE,0.0,F,F,F,F,T,T,T,T,T,T,T,F,F,F,F,F,F,F,F,T,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
40656.0,43.763,7566.485,SE,0.0,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,T,Investimento CDB,0.8779310344827587,,,,
40656.0,43.763,7566.485,SE,0.0,F,F,F,F,T,T,T,T,T,T,T,F,F,F,F,F,F,F,F,T,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
40656.0,43.763,7566.485,SE,0.0,F,F,F,F,T,T,T,T,T,T,T,F,F,F,F,F,F,T,F,T,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
40656.0,31.543,8376.858,SE,0.0,F,F,F,F,T,T,T,T,T,T,T,F,F,F,F,F,F,T,F,T,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
40656.0,31.543,8376.858,SE,0.0,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,Investimento CDB,0.8190309398715704,,,,
40684.0,27.861,7302.481,CO,1.0,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,T,F,,,,,,
40689.0,24.659,7279.082,CO,1.0,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,,,,,,
40693.0,47.014,6945.815,SE,1.0,F,F,F,F,T,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,,,,,,
40694.0,19.347,7809.079,SE,1.0,T,T,T,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,seguro vida Emp,0.9441860465116279,seguro vida PF,0.9441860465116279,,
40697.0,43.549,580000.0,CO,0.0,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,Investimento Fundos_commodities,0.8402948402948403,,,,
40698.0,46.018,7592.995,S,1.0,F,F,F,F,T,F,F,T,F,F,F,F,F,T,F,F,T,T,T,F,Emprestimo _viagem,0.8564885496183207,Investimento Fundos,0.8564885496183207,,
40707.0,31.219,5868.404,SE,1.0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,,,,,,
40757.0,47.853,7706.517,CO,1.0,F,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,F,F,F,F,Investimento Fundos_commodities,0.8018348623853211,Investimento LCI,0.8018348623853211,,
40778.0,37.817,7807.253,CO,1.0,F,F,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,T,T,T,Emprestimo _educacao,0.8813825608798115,,,,
40788.0,58.274,7174.146,SE,1.0,T,T,T,T,T,F,F,F,T,F,F,T,T,T,T,T,F,F,F,T,Emprestimo _consignado,0.956882255389718,,,,
40796.0,19.826,8801.106,CO,1.0,F,T,F,F,T,T,T,F,F,T,T,F,T,F,F,F,T,T,T,T,Emprestimo _viagem,0.8564885496183207,Investimento Fundos,0.8564885496183207,,
40807.0,45.527,7836.113,NE,0.0,F,F,F,T,F,F,T,T,F,F,F,F,T,F,T,F,T,F,F,F,Investimento Fundos_commodities,0.8361650485436893,,,,
40809.0,24.738,6982.742,SE,1.0,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,T,,,,,,
40818.0,42.726,6799.419,N,1.0,T,T,T,T,F,F,F,F,T,F,F,T,T,T,T,T,F,F,T,F,Emprestimo _consignado,0.956882255389718,,,,
40826.0,27.93,7605.142,SE,1.0,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,T,F,T,Investimento Fundos_commodities,0.8044794188861986,,,,
40836.0,24.192,8497.785,N,1.0,T,T,T,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,T,F,seguro vida Emp,0.947075208913649,seguro vida PF,0.947075208913649,,
40837.0,45.081,7645.189,SE,0.0,T,T,T,T,F,F,F,F,F,F,T,T,T,T,T,T,F,F,T,F,Emprestimo _consignado,0.956882255389718,,,,
40856.0,32.992,7338.154,CO,1.0,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,F,,,,,,
40858.0,29.309,7235.842,S,1.0,T,T,T,T,F,F,F,F,F,F,F,F,F,T,T,T,T,T,T,T,Emprestimo _consignado,0.956882255389718,,,,
40859.0,25.707,6661.316,SE,1.0,T,F,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,seguro vida Emp,0.947075208913649,seguro vida PF,0.947075208913649,,
40872.0,31.921,7148.645,SE,1.0,F,F,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,seguro auto,0.9254119687771032,seguro vida Emp,0.9254119687771032,,
40875.0,41.646,8278.521,SE,0.0,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,,,,,,
40889.0,26.801,8166.251,S,1.0,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,T,T,F,,,,,,
40893.0,25.457,6355.203,CO,1.0,F,F,F,F,T,T,T,F,F,T,T,F,F,F,F,F,T,T,T,T,Emprestimo _viagem,0.8564885496183207,Investimento Fundos,0.8564885496183207,,
40898.0,48.55,8161.759,SE,1.0,T,T,T,T,F,F,F,F,T,F,F,F,T,F,F,F,F,F,T,F,seguro vida Emp,0.947075208913649,seguro vida PF,0.947075208913649,,
40907.0,33.708,7584.127,S,0.0,F,F,F,T,F,F,T,T,T,F,F,F,F,T,T,T,T,T,T,T,Emprestimo _consignado,0.956882255389718,,,,
40951.0,23.725,6643.806,NE,1.0,F,T,F,F,T,F,F,F,T,T,F,F,F,F,F,F,F,T,T,T,Emprestimo _educacao,0.8813825608798115,,,,
40958.0,42.938,7644.433,N,0.0,T,T,T,T,T,F,T,F,T,T,F,F,F,F,F,T,F,F,F,F,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
40964.0,31.23,6840.912,S,1.0,T,F,F,F,T,T,T,T,T,F,F,F,F,F,T,F,F,F,T,T,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
40967.0,35.478,7531.718,SE,0.0,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,,,,,,
40981.0,58.661,7116.108,SE,1.0,T,T,T,T,F,F,F,F,T,F,F,F,T,F,F,T,F,F,T,F,seguro vida Emp,0.947075208913649,seguro vida PF,0.947075208913649,,
40983.0,32.43,7673.081,S,1.0,F,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,T,F,,,,,,
40986.0,31.632,7662.704,SE,0.0,T,T,T,T,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,T,seguro vida Emp,0.9441860465116279,seguro vida PF,0.9441860465116279,,
40988.0,29.081,8352.607,NE,0.0,F,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,,,,,,
40991.0,36.829,7841.883,CO,0.0,T,T,T,T,F,F,F,T,F,T,T,T,T,T,T,T,T,F,F,F,Emprestimo _consignado,0.956882255389718,,,,
41018.0,47.004,7057.197,S,1.0,F,F,F,F,F,F,F,F,T,T,F,T,T,F,F,F,F,F,T,F,,,,,,
41036.0,58.908,6269.625,N,0.0,F,F,T,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,seguro auto,0.9232914923291492,seguro vida Emp,0.9232914923291492,,
41040.0,18.142,7417.018,SE,1.0,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,,,,,,
41075.0,34.767,6446.064,S,0.0,F,F,F,T,F,F,F,F,T,T,F,F,F,F,F,F,F,F,T,F,,,,,,
41086.0,33.198,9000.499,SE,1.0,F,T,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,T,F,T,Investimento CDB,0.8779310344827587,,,,
41086.0,33.198,9000.499,SE,1.0,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,Investimento CDB,0.8779310344827587,,,,
41086.0,25.372,6743.819,SE,1.0,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,T,F,T,F,F,,,,,,
41086.0,33.198,9000.499,SE,1.0,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,,,,,,
41086.0,25.372,6743.819,SE,1.0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,,,,,,
41086.0,33.198,9000.499,SE,1.0,F,T,F,F,F,F,F,T,T,F,F,F,F,F,F,T,F,T,F,F,,,,,,
41086.0,25.372,6743.819,SE,1.0,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,T,F,T,Investimento CDB,0.8779310344827587,,,,
41086.0,25.372,6743.819,SE,1.0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,Investimento CDB,0.8779310344827587,,,,
41132.0,46.998,8420.352,SE,1.0,T,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,,,,,,
41137.0,62.796,6920.555,N,1.0,F,F,F,F,T,T,T,F,F,F,F,F,T,F,F,F,T,T,T,T,Emprestimo _viagem,0.8564885496183207,Investimento Fundos,0.8564885496183207,,
41139.0,44.11,7248.024,NE,1.0,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,T,F,,,,,,
41157.0,19.72,7064.778,CO,0.0,F,F,F,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,,,,,,
41161.0,36.659,6799.174,CO,0.0,T,T,T,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,T,seguro vida Emp,0.9441860465116279,seguro vida PF,0.9441860465116279,,
41161.0,36.659,6799.174,CO,0.0,T,T,T,T,F,F,F,F,F,T,F,F,F,T,T,T,T,T,T,T,Emprestimo _consignado,0.956882255389718,,,,
41161.0,28.738,7569.328,NE,0.0,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,T,,,,,,
41161.0,28.738,7569.328,NE,0.0,F,F,F,F,F,F,F,F,F,T,F,F,F,T,T,T,T,T,T,T,Emprestimo _consignado,0.956882255389718,,,,
41161.0,36.659,6799.174,CO,0.0,T,T,T,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,T,seguro vida Emp,0.9441860465116279,seguro vida PF,0.9441860465116279,,
41161.0,28.738,7569.328,NE,0.0,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,T,,,,,,
41161.0,28.738,7569.328,NE,0.0,F,F,F,F,F,F,F,F,F,F,T,F,F,T,T,T,T,T,T,T,Emprestimo _consignado,0.956882255389718,,,,
41161.0,36.659,6799.174,CO,0.0,T,T,T,T,F,F,F,F,F,F,T,F,F,T,T,T,T,T,T,T,Emprestimo _consignado,0.956882255389718,,,,
41164.0,29.462,6611.198,CO,0.0,F,F,F,F,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,,,,,,
41165.0,38.693,6373.92,S,0.0,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,T,F,,,,,,
41172.0,66.508,9088.885,SE,1.0,F,F,F,F,T,T,T,T,T,F,T,F,F,F,F,F,F,T,T,T,Emprestimo _educacao,0.8813825608798115,,,,
41176.0,56.683,9053.507,SE,1.0,T,T,T,T,T,T,T,T,T,F,F,F,F,F,F,T,F,F,T,T,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
41182.0,43.233,6245.836,NE,1.0,F,F,F,F,F,T,F,F,F,T,T,F,F,F,F,F,F,F,F,F,,,,,,
41192.0,47.508,8647.466,CO,1.0,T,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,Seguro Residencial,0.9595323741007195,seguro auto,0.9595323741007195,,
41202.0,49.837,6136.476,S,0.0,F,F,F,F,T,F,F,F,F,F,F,F,T,F,F,F,F,F,T,F,,,,,,
41209.0,23.214,8530.723,S,0.0,T,T,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,seguro vida Emp,0.9441860465116279,seguro vida PF,0.9441860465116279,,
41211.0,26.703,7808.982,N,1.0,F,T,F,F,F,F,F,T,T,F,T,F,F,F,F,F,F,F,T,F,,,,,,
41214.0,36.858,7904.714,SE,0.0,F,F,F,F,T,T,T,T,T,T,T,F,F,F,F,F,F,T,T,F,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
41219.0,22.379,8042.11,S,0.0,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,,,,
41220.0,26.625,6837.841,CO,1.0,F,T,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,Investimento Fundos_cambiais,0.8991291727140783,Investimento Poupanca,0.8991291727140783,,
41227.0,33.88,8361.759,SE,1.0,F,F,F,F,T,T,T,T,T,T,T,F,F,T,F,F,F,F,T,F,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
41242.0,19.238,7364.297,NE,0.0,F,F,F,F,T,T,T,T,T,T,T,F,F,T,F,F,F,F,F,F,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
41259.0,49.637,6664.741,SE,1.0,T,T,T,T,F,F,F,F,T,F,F,T,T,T,T,T,F,F,T,F,Emprestimo _consignado,0.956882255389718,,,,
41265.0,27.089,7908.835,NE,1.0,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,T,T,F,,,,,,
41296.0,36.159,7858.744,SE,0.0,T,F,F,F,T,F,F,F,F,T,T,F,T,F,F,F,T,F,F,F,Investimento Fundos,0.8002536461636017,,,,
41304.0,62.077,6617.633,S,1.0,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,T,T,Investimento Fundos_commodities,0.8261494252873564,Investimento LCI,0.8261494252873564,,
41310.0,30.846,8706.255,NE,1.0,F,F,F,F,T,T,T,T,T,T,T,F,F,F,F,F,F,F,T,F,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
41323.0,35.969,7464.325,S,1.0,T,T,T,T,F,T,T,F,F,F,F,F,F,T,T,T,T,T,T,T,Emprestimo _consignado,0.956882255389718,,,,
41354.0,44.16,8376.147,CO,1.0,F,F,T,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,Seguro Residencial,0.8008016032064128,seguro auto,0.8008016032064128,,
41355.0,27.251,7652.496,SE,0.0,F,F,T,F,F,T,F,F,T,F,T,F,F,F,F,F,F,F,F,F,Seguro Residencial,0.8004731861198738,seguro auto,0.8004731861198738,seguro vida Emp,0.8004731861198738
41374.0,35.497,9279.886,S,0.0,F,F,F,F,T,T,T,F,T,T,T,F,T,F,F,F,T,T,T,T,Emprestimo _viagem,0.8564885496183207,Investimento Fundos,0.8564885496183207,,
41386.0,45.616,7340.581,CO,1.0,F,T,F,T,T,F,T,T,F,F,F,F,F,F,F,F,F,F,T,F,Investimento Fundos_commodities,0.9110294117647059,Investimento Poupanca,0.9110294117647059,,
41423.0,34.662,7604.319,SE,1.0,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,,,,
41448.0,32.065,7818.377,NE,0.0,F,F,F,T,T,T,T,T,T,T,T,F,T,F,F,F,F,T,F,F,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
41461.0,53.316,7896.347,CO,1.0,F,F,F,F,T,F,F,F,T,T,T,F,T,F,F,F,F,F,T,F,Investimento LCI,0.8165728077232502,,,,
41478.0,36.209,7330.625,SE,1.0,F,F,F,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,Investimento LCI,0.8692748091603053,,,,
41489.0,45.085,7666.906,CO,0.0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,,,,,,
41489.0,45.085,7666.906,CO,0.0,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,,,,,,
41489.0,45.085,7666.906,CO,0.0,F,F,F,F,F,T,F,F,F,F,F,F,F,T,F,T,T,T,T,T,Emprestimo _consignado,0.956882255389718,,,,
41489.0,45.085,7666.906,CO,0.0,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,,,,,,
41489.0,45.085,7666.906,CO,0.0,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,,,,,,
41489.0,45.085,7666.906,CO,0.0,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,T,T,T,T,Emprestimo _consignado,0.956882255389718,,,,
41489.0,45.085,7666.906,CO,0.0,F,F,F,F,T,T,T,F,T,F,F,F,F,F,F,F,F,F,T,F,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
41489.0,33.125,7633.744,CO,1.0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,,,,,,
41489.0,59.806,6982.846,SE,1.0,F,F,F,F,T,T,T,F,T,F,F,F,T,F,F,F,F,F,F,F,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
41489.0,59.806,6982.846,SE,1.0,F,F,F,F,T,T,T,F,T,F,F,F,F,F,F,F,F,F,T,F,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
41489.0,59.806,6982.846,SE,1.0,F,F,F,F,T,T,T,F,T,F,F,F,F,T,F,T,T,T,T,T,Emprestimo _consignado,0.956882255389718,,,,
41489.0,59.806,6982.846,SE,1.0,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,T,T,T,T,Emprestimo _consignado,0.956882255389718,,,,
41489.0,33.125,7633.744,CO,1.0,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,,,,,,
41489.0,59.806,6982.846,SE,1.0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,,,,,,
41489.0,59.806,6982.846,SE,1.0,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,,,,,,
41489.0,33.125,7633.744,CO,1.0,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,T,T,T,T,Emprestimo _consignado,0.956882255389718,,,,
41489.0,33.125,7633.744,CO,1.0,F,F,F,F,T,T,T,F,T,F,F,F,T,F,F,F,F,F,F,F,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
41489.0,59.806,6982.846,SE,1.0,F,F,F,F,F,T,F,F,F,F,F,F,F,T,F,T,T,T,T,T,Emprestimo _consignado,0.956882255389718,,,,
41489.0,33.125,7633.744,CO,1.0,F,F,F,F,F,T,F,F,F,F,F,F,F,T,F,T,T,T,T,T,Emprestimo _consignado,0.956882255389718,,,,
41489.0,33.125,7633.744,CO,1.0,F,F,F,F,T,T,T,F,T,F,F,F,F,F,F,F,F,F,T,F,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
41489.0,33.125,7633.744,CO,1.0,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,,,,,,
41489.0,59.806,6982.846,SE,1.0,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,,,,,,
41489.0,33.125,7633.744,CO,1.0,F,F,F,F,T,T,T,F,T,F,F,F,F,T,F,T,T,T,T,T,Emprestimo _consignado,0.956882255389718,,,,
41489.0,33.125,7633.744,CO,1.0,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,,,,,,
